username;lotacao;tipoconta;valormi;dc;contacontabil
user0231;UNID-032;Receita;12683.93;c;72835315
user2433;UNID-101;Receita;20779.59;d;75323619
user0897;UNID-063;Passivo;20779.59;c;27983816
user1865;UNID-055;Outras;4075.50;d;90671863
user0042;UNID-066;Resultado;4075.50;c;38507182
user1734;UNID-105;Despesa;22031.75;d;85454811
user1790;UNID-112;Receita;22031.75;c;77786059
user2242;UNID-054;Passivo;36003.99;d;28101624
user1302;UNID-040;Resultado;36003.99;c;39670930
user0549;UNID-047;Passivo;1009.39;d;26825054
user1049;UNID-070;Ativo;1009.39;c;14273624
user1659;UNID-113;Outras;5661.05;d;90632888
user1624;UNID-084;Passivo;5661.05;c;21500825
user0532;UNID-039;Despesa;31895.72;d;82234895
user0240;UNID-077;Despesa;31895.72;c;88341747
user0309;UNID-066;Receita;14072.84;d;73457297
user0503;UNID-085;Ativo;14072.84;c;12134418
user2403;UNID-032;Passivo;872.74;d;24967847
user1749;UNID-117;Resultado;872.74;c;31455199
user0836;UNID-117;Despesa;41308.67;d;81571201
user0197;UNID-056;Receita;41308.67;c;76681440
user1472;UNID-084;Despesa;40996.57;d;88252032
user2487;UNID-080;Ativo;40996.57;c;10756366
user2307;UNID-046;Outras;26369.43;d;91912305
user1738;UNID-015;Resultado;26369.43;c;34953233
user2571;UNID-053;Despesa;35495.64;d;87124363
user0419;UNID-075;Receita;35495.64;c;78379045
user1567;UNID-029;Resultado;40377.57;d;36124686
user0980;UNID-031;Passivo;40377.57;c;20485673
user2937;UNID-036;Receita;19145.54;d;76985315
user1829;UNID-017;Ativo;19145.54;c;10180685
user1949;UNID-081;Resultado;43052.65;d;32621658
user2314;UNID-063;Resultado;43052.65;c;37362961
user1663;UNID-060;Outras;47254.84;d;93678335
user1671;UNID-086;Receita;47254.84;c;74695897
user2604;UNID-048;Passivo;22096.10;d;29028775
user1711;UNID-053;Outras;22096.10;c;96664605
user2627;UNID-054;Resultado;9360.71;d;39307458
user1915;UNID-088;Ativo;9360.71;c;11821726
user1968;UNID-119;Outras;29098.79;d;91300626
user0537;UNID-040;Passivo;29098.79;c;26226956
user0153;UNID-116;Receita;54847.79;d;71874599
user0944;UNID-056;Outras;54847.79;c;94331425
user1277;UNID-119;Resultado;50794.13;d;33150660
user2694;UNID-031;Passivo;50794.13;c;20084483
user1738;UNID-092;Receita;17497.93;d;71901587
user2635;UNID-020;Resultado;17497.93;c;31196251
user2072;UNID-114;Receita;13475.89;d;73168717
user0409;UNID-108;Resultado;13475.89;c;38353844
user1611;UNID-021;Despesa;12365.35;d;84119891
user1651;UNID-028;Ativo;12365.35;c;16018229
user0997;UNID-039;Ativo;61530.45;d;12111929
user0051;UNID-041;Resultado;61530.45;c;38942857
user0842;UNID-055;Passivo;37402.30;d;29486105
user0294;UNID-075;Ativo;37402.30;c;15054214
user2679;UNID-019;Outras;26413.86;d;94122963
user2225;UNID-016;Outras;26413.86;c;90928261
user0895;UNID-097;Outras;20704.56;d;96040759
user1002;UNID-007;Resultado;20704.56;c;38503742
user0021;UNID-059;Ativo;23138.34;d;17864284
user2376;UNID-105;Despesa;23138.34;c;89280429
user2000;UNID-026;Outras;10794.93;d;96608868
user1845;UNID-005;Outras;10794.93;c;93499782
user0473;UNID-108;Despesa;15619.10;d;86599906
user1858;UNID-046;Ativo;15619.10;c;16166666
user1574;UNID-081;Passivo;21295.07;d;23432772
user2595;UNID-002;Passivo;21295.07;c;27784920
user2329;UNID-101;Receita;9975.08;d;70287766
user2467;UNID-088;Receita;9975.08;c;70660813
user0781;UNID-019;Resultado;19914.97;d;34872301
user0313;UNID-067;Outras;19914.97;c;93938093
user2899;UNID-099;Receita;53442.66;d;71230607
user2525;UNID-050;Ativo;53442.66;c;13416787
user0067;UNID-066;Resultado;37958.13;d;34486542
user2893;UNID-111;Outras;37958.13;c;96147978
user1614;UNID-066;Receita;7134.91;d;73286551
user1350;UNID-084;Outras;7134.91;c;99040925
user0175;UNID-100;Outras;48148.97;d;99812649
user1851;UNID-113;Outras;48148.97;c;97556963
user2689;UNID-011;Passivo;22906.03;d;24777135
user1138;UNID-051;Receita;22906.03;c;79108387
user2358;UNID-090;Resultado;8566.47;d;35105084
user0062;UNID-019;Ativo;8566.47;c;13593742
user0430;UNID-010;Passivo;43974.29;d;23626482
user1757;UNID-049;Receita;43974.29;c;77985890
user1269;UNID-065;Receita;8960.13;d;74078142
user0872;UNID-061;Outras;8960.13;c;92145626
user2211;UNID-007;Outras;5690.22;d;95381696
user1157;UNID-056;Despesa;5690.22;c;89875270
user1969;UNID-005;Despesa;52686.16;d;88165244
user2817;UNID-023;Despesa;52686.16;c;87721741
user1712;UNID-073;Passivo;9048.30;d;23176969
user2375;UNID-119;Despesa;9048.30;c;87065231
user2832;UNID-079;Ativo;48806.83;d;11477818
user1018;UNID-070;Ativo;48806.83;c;11045075
user1179;UNID-076;Passivo;9697.32;d;25403027
user2503;UNID-088;Resultado;9697.32;c;37861622
user1211;UNID-072;Receita;14498.47;d;76157956
user2688;UNID-023;Despesa;14498.47;c;85788883
user0634;UNID-048;Outras;32.13;d;93913952
user0222;UNID-044;Resultado;32.13;c;37272831
user1000;UNID-046;Outras;15318.96;d;99641919
user1227;UNID-100;Receita;15318.96;c;79771713
user0166;UNID-069;Resultado;4545.40;d;32311808
user2126;UNID-017;Outras;4545.40;c;96839665
user2396;UNID-012;Passivo;44226.13;d;20844951
user0556;UNID-100;Passivo;44226.13;c;20346026
user2045;UNID-067;Passivo;43398.05;d;22769037
user1633;UNID-048;Resultado;43398.05;c;32268990
user1600;UNID-070;Receita;22962.88;d;73006546
user2048;UNID-110;Despesa;22962.88;c;81793347
user2345;UNID-081;Outras;8651.90;d;97956518
user2196;UNID-103;Ativo;8651.90;c;15521988
user0909;UNID-034;Ativo;2452.03;d;13216985
user0397;UNID-074;Passivo;2452.03;c;23317461
user0297;UNID-001;Despesa;52283.91;d;88874686
user2776;UNID-034;Despesa;52283.91;c;80120032
user0927;UNID-106;Passivo;57662.15;d;21392319
user2981;UNID-085;Receita;57662.15;c;79009858
user1626;UNID-092;Resultado;25827.52;d;35329652
user1201;UNID-057;Receita;25827.52;c;77851596
user0359;UNID-044;Passivo;38511.43;d;26487197
user1130;UNID-068;Receita;38511.43;c;78930632
user0043;UNID-107;Outras;28484.26;d;91786312
user1527;UNID-001;Passivo;28484.26;c;24562753
user1154;UNID-087;Outras;40759.86;d;98649777
user0657;UNID-119;Resultado;40759.86;c;36505932
user1051;UNID-108;Passivo;4576.43;d;27790398
user1575;UNID-114;Passivo;4576.43;c;23356022
user0778;UNID-010;Receita;8758.97;d;77098825
user2132;UNID-036;Ativo;8758.97;c;10692836
user1609;UNID-035;Ativo;12378.81;d;13696445
user1337;UNID-013;Ativo;12378.81;c;11609045
user2265;UNID-051;Despesa;184.67;d;85216526
user1749;UNID-085;Resultado;184.67;c;39952454
user0527;UNID-059;Despesa;15356.84;d;85623800
user1756;UNID-034;Resultado;15356.84;c;35641467
user2601;UNID-009;Despesa;31477.44;d;82848420
user1787;UNID-025;Receita;31477.44;c;73359879
user2990;UNID-008;Receita;21119.67;d;73866502
user2070;UNID-003;Outras;21119.67;c;92195629
user1007;UNID-049;Despesa;45537.75;d;86850359
user0487;UNID-013;Passivo;45537.75;c;21477918
user1353;UNID-063;Despesa;13292.97;d;87393915
user1819;UNID-077;Despesa;13292.97;c;81162501
user2049;UNID-043;Resultado;14667.12;d;34633422
user0057;UNID-066;Ativo;14667.12;c;12279811
user2541;UNID-113;Despesa;14549.80;d;81423631
user2925;UNID-029;Despesa;14549.80;c;84565671
user1706;UNID-058;Resultado;2412.38;d;35111698
user1299;UNID-054;Ativo;2412.38;c;16048738
user0133;UNID-034;Outras;2599.03;d;91114363
user0838;UNID-006;Ativo;2599.03;c;17364495
user1662;UNID-011;Outras;31646.51;d;93586182
user2832;UNID-064;Receita;31646.51;c;71484372
user0835;UNID-005;Outras;20808.22;d;94704466
user0179;UNID-089;Resultado;20808.22;c;30968085
user2887;UNID-120;Passivo;21650.61;d;23707289
user1850;UNID-104;Receita;21650.61;c;73541400
user2652;UNID-079;Passivo;1270.95;d;22839613
user2910;UNID-046;Ativo;1270.95;c;15963460
user0223;UNID-067;Despesa;30678.51;d;85310126
user2531;UNID-062;Passivo;30678.51;c;25717503
user0892;UNID-049;Outras;24247.80;d;93518145
user1058;UNID-045;Passivo;24247.80;c;29615377
user1759;UNID-018;Outras;38066.09;d;99595198
user2805;UNID-031;Ativo;38066.09;c;16534712
user0813;UNID-046;Receita;537.33;d;79971579
user0173;UNID-096;Ativo;537.33;c;13185721
user0507;UNID-025;Resultado;53797.95;d;35789228
user2478;UNID-114;Ativo;53797.95;c;16829758
user1681;UNID-103;Despesa;18795.70;d;81673326
user2163;UNID-019;Receita;18795.70;c;79301593
user0990;UNID-025;Passivo;6292.31;d;24467381
user1264;UNID-006;Passivo;6292.31;c;21417062
user2998;UNID-020;Outras;1785.68;d;98804019
user1764;UNID-084;Ativo;1785.68;c;11136483
user1961;UNID-032;Receita;1693.90;d;70360166
user1262;UNID-084;Passivo;1693.90;c;27382576
user1024;UNID-084;Ativo;15145.19;d;19181373
user0151;UNID-059;Passivo;15145.19;c;25860451
user2675;UNID-097;Passivo;7568.23;d;29036103
user0216;UNID-045;Outras;7568.23;c;96369689
user1755;UNID-002;Resultado;40692.51;d;33842369
user2898;UNID-103;Despesa;40692.51;c;86993334
user0233;UNID-107;Resultado;30284.58;d;30739004
user1802;UNID-004;Ativo;30284.58;c;17889851
user1625;UNID-022;Receita;14887.34;d;79074445
user2167;UNID-020;Despesa;14887.34;c;88754040
user0857;UNID-010;Ativo;33078.37;d;12818650
user0191;UNID-076;Outras;33078.37;c;95094649
user2584;UNID-040;Receita;8586.44;d;79295824
user2988;UNID-064;Receita;8586.44;c;75368234
user2187;UNID-048;Despesa;12459.17;d;87103434
user2558;UNID-112;Passivo;12459.17;c;27622369
user0180;UNID-099;Resultado;27417.01;d;30799819
user2915;UNID-099;Despesa;27417.01;c;80469800
user0231;UNID-117;Resultado;14472.94;d;37010764
user0866;UNID-103;Ativo;14472.94;c;17335382
user0529;UNID-005;Outras;27640.05;d;92652262
user1150;UNID-054;Outras;27640.05;c;99728422
user0963;UNID-067;Despesa;15050.09;d;87475521
user2490;UNID-003;Receita;15050.09;c;77375300
user2758;UNID-091;Receita;30419.65;d;77202010
user2538;UNID-060;Passivo;30419.65;c;29762799
user2365;UNID-103;Outras;22636.13;d;96978880
user1849;UNID-033;Receita;22636.13;c;72093471
user1181;UNID-035;Passivo;23833.65;d;23254053
user0808;UNID-100;Outras;23833.65;c;95091765
user3000;UNID-055;Receita;57811.49;d;72778781
user0212;UNID-108;Receita;57811.49;c;71156670
user2305;UNID-009;Outras;32659.33;d;91684297
user1716;UNID-079;Outras;32659.33;c;99012848
user0890;UNID-085;Outras;30041.10;d;94024130
user0412;UNID-091;Resultado;30041.10;c;30087113
user2354;UNID-009;Outras;11400.58;d;92907229
user2412;UNID-002;Resultado;11400.58;c;37239181
user0728;UNID-008;Outras;35175.86;d;91028811
user2889;UNID-037;Outras;35175.86;c;90343502
user1448;UNID-051;Passivo;17727.42;d;27634652
user0551;UNID-057;Outras;17727.42;c;96587559
user0576;UNID-039;Ativo;22584.07;d;15449712
user1595;UNID-007;Despesa;22584.07;c;80715559
user0524;UNID-051;Outras;48870.95;d;96425002
user0676;UNID-045;Outras;48870.95;c;98088380
user1365;UNID-112;Outras;39768.77;d;93107448
user1368;UNID-109;Passivo;39768.77;c;27720407
user2399;UNID-106;Outras;19688.97;d;90625392
user2208;UNID-053;Receita;19688.97;c;73578484
user1286;UNID-085;Receita;58629.41;d;77295577
user0113;UNID-046;Resultado;58629.41;c;37099554
user2560;UNID-112;Resultado;20066.28;d;39683812
user2105;UNID-110;Resultado;20066.28;c;32315547
user1914;UNID-105;Passivo;11613.38;d;28751867
user1220;UNID-072;Ativo;11613.38;c;15713409
user2827;UNID-050;Receita;19396.53;d;75500152
user1583;UNID-016;Receita;19396.53;c;77091122
user0741;UNID-022;Outras;7112.59;d;91378221
user2349;UNID-060;Ativo;7112.59;c;16998381
user1516;UNID-036;Outras;64187.29;d;96578073
user0690;UNID-051;Despesa;64187.29;c;81296471
user1705;UNID-027;Outras;37042.74;d;99862459
user2303;UNID-002;Outras;37042.74;c;92373265
user2713;UNID-075;Receita;29835.71;d;79323956
user0624;UNID-001;Ativo;29835.71;c;16627313
user1879;UNID-113;Passivo;1312.91;d;20743743
user2465;UNID-115;Ativo;1312.91;c;13073275
user1373;UNID-110;Ativo;12868.10;d;16562471
user1200;UNID-084;Despesa;12868.10;c;84366189
user2599;UNID-112;Passivo;14261.66;d;26538396
user1214;UNID-060;Receita;14261.66;c;73009150
user0529;UNID-064;Receita;13062.19;d;72471151
user2546;UNID-120;Resultado;13062.19;c;31302162
user1634;UNID-045;Outras;28295.19;d;91073525
user0849;UNID-097;Outras;28295.19;c;92873312
user0717;UNID-054;Receita;49712.62;d;72602303
user0034;UNID-016;Passivo;49712.62;c;26203019
user0594;UNID-048;Receita;3561.04;d;73220877
user1143;UNID-035;Ativo;3561.04;c;12764922
user1331;UNID-055;Despesa;30880.88;d;86350334
user2743;UNID-004;Passivo;30880.88;c;24036526
user1176;UNID-101;Passivo;9367.80;d;28311314
user2378;UNID-063;Receita;9367.80;c;73849578
user2450;UNID-055;Passivo;2273.19;d;20380166
user1703;UNID-085;Resultado;2273.19;c;39677843
user2897;UNID-012;Resultado;19711.90;d;31405912
user0623;UNID-058;Receita;19711.90;c;72992198
user2658;UNID-111;Passivo;14830.42;d;21152513
user1059;UNID-070;Despesa;14830.42;c;88995711
user1593;UNID-054;Ativo;28688.04;d;18540621
user2041;UNID-118;Ativo;28688.04;c;17162338
user2904;UNID-004;Receita;5227.41;d;75574927
user1740;UNID-038;Ativo;5227.41;c;16152218
user1946;UNID-034;Outras;4102.28;d;92470081
user2469;UNID-033;Ativo;4102.28;c;19289167
user0761;UNID-117;Ativo;24213.69;d;13605842
user2762;UNID-039;Ativo;24213.69;c;18963508
user1780;UNID-005;Outras;4414.56;d;93117730
user2706;UNID-024;Outras;4414.56;c;94144715
user0627;UNID-107;Passivo;30275.92;d;29684262
user1974;UNID-066;Resultado;30275.92;c;30987615
user1055;UNID-051;Ativo;29214.05;d;12256669
user0259;UNID-107;Ativo;29214.05;c;19415842
user1283;UNID-063;Receita;3079.97;d;77893420
user0593;UNID-102;Despesa;3079.97;c;80575557
user0005;UNID-110;Outras;21703.08;d;98111811
user1077;UNID-052;Passivo;21703.08;c;26250746
user2504;UNID-005;Ativo;42603.37;d;18664934
user1013;UNID-027;Receita;42603.37;c;75101116
user1062;UNID-089;Ativo;18779.17;d;18109214
user1302;UNID-016;Resultado;18779.17;c;39085289
user1802;UNID-017;Outras;15218.67;d;92054703
user1893;UNID-063;Outras;15218.67;c;93433245
user2192;UNID-052;Receita;12137.45;d;71349968
user2953;UNID-009;Resultado;12137.45;c;31055751
user1064;UNID-078;Despesa;26620.76;d;84613186
user1838;UNID-052;Outras;26620.76;c;91739298
user2445;UNID-038;Resultado;3030.10;d;34665344
user1392;UNID-039;Ativo;3030.10;c;17576453
user2591;UNID-035;Ativo;42515.02;d;13856698
user2524;UNID-040;Despesa;42515.02;c;82351365
user0637;UNID-050;Resultado;43112.37;d;33679657
user1026;UNID-047;Resultado;43112.37;c;36816447
user0938;UNID-030;Resultado;23624.83;d;30724760
user1873;UNID-103;Despesa;23624.83;c;80619668
user1124;UNID-073;Passivo;17848.41;d;26059512
user1957;UNID-100;Receita;17848.41;c;70417797
user0346;UNID-026;Resultado;10962.87;d;30843678
user0628;UNID-055;Resultado;10962.87;c;31302389
user0617;UNID-087;Passivo;28927.88;d;23179380
user2594;UNID-028;Receita;28927.88;c;74893713
user0146;UNID-044;Resultado;21151.08;d;37205360
user1083;UNID-016;Despesa;21151.08;c;81085276
user2439;UNID-056;Ativo;11073.34;d;17739163
user2197;UNID-025;Passivo;11073.34;c;21826595
user0608;UNID-094;Resultado;19825.12;d;32183264
user2317;UNID-100;Resultado;19825.12;c;36388472
user0593;UNID-017;Resultado;33390.89;d;32153411
user2750;UNID-067;Passivo;33390.89;c;22122850
user1084;UNID-063;Passivo;298.29;d;20385010
user0107;UNID-088;Resultado;298.29;c;33966265
user1127;UNID-120;Despesa;16699.65;d;86801779
user2805;UNID-004;Receita;16699.65;c;73229879
user2189;UNID-081;Outras;8297.19;d;93657990
user0094;UNID-040;Passivo;8297.19;c;23929392
user0902;UNID-019;Receita;38566.82;d;77400870
user0581;UNID-011;Passivo;38566.82;c;23772991
user1717;UNID-083;Despesa;15885.59;d;80351826
user0389;UNID-092;Despesa;15885.59;c;86903644
user2990;UNID-094;Resultado;18810.67;d;38830502
user2195;UNID-005;Passivo;18810.67;c;25234097
user2406;UNID-034;Outras;33576.68;d;99079986
user0149;UNID-001;Outras;33576.68;c;91106461
user1410;UNID-038;Outras;14260.42;d;97434882
user2969;UNID-088;Ativo;14260.42;c;12341532
user0092;UNID-077;Receita;10406.24;d;74617316
user1518;UNID-076;Passivo;10406.24;c;26060974
user1229;UNID-060;Receita;42453.92;d;72188220
user1619;UNID-029;Passivo;42453.92;c;27446785
user0226;UNID-046;Receita;28163.87;d;75696922
user0053;UNID-040;Receita;28163.87;c;77209693
user0847;UNID-099;Passivo;12762.99;d;23768817
user0620;UNID-009;Receita;12762.99;c;79629826
user0147;UNID-104;Outras;14613.42;d;91047784
user0842;UNID-085;Receita;14613.42;c;78237164
user1024;UNID-057;Receita;47710.34;d;72320128
user0166;UNID-060;Ativo;47710.34;c;15847058
user0573;UNID-023;Despesa;18140.08;d;88506671
user0359;UNID-084;Resultado;18140.08;c;34049724
user1564;UNID-070;Passivo;36422.17;d;23877551
user0502;UNID-030;Ativo;36422.17;c;18622219
user2239;UNID-028;Resultado;31967.20;d;33543138
user0696;UNID-035;Passivo;31967.20;c;25286210
user1457;UNID-073;Resultado;29062.54;d;30250736
user0947;UNID-072;Resultado;29062.54;c;30315897
user1393;UNID-094;Ativo;124.15;d;17866726
user0256;UNID-024;Ativo;124.15;c;13871650
user0799;UNID-008;Receita;24200.00;d;78596789
user2250;UNID-081;Despesa;24200.00;c;80973438
user0619;UNID-091;Passivo;65483.15;d;22251069
user1637;UNID-071;Despesa;65483.15;c;80303116
user1344;UNID-023;Outras;16160.94;d;95166938
user0852;UNID-077;Resultado;16160.94;c;34244926
user1326;UNID-095;Receita;29371.22;d;78924564
user2167;UNID-077;Resultado;29371.22;c;32506782
user1441;UNID-095;Resultado;12181.74;d;34396678
user0908;UNID-008;Passivo;12181.74;c;22507040
user2209;UNID-088;Receita;35977.48;d;76691341
user1365;UNID-102;Outras;35977.48;c;93484793
user1509;UNID-035;Receita;30865.65;d;74518365
user1457;UNID-066;Ativo;30865.65;c;11052526
user0352;UNID-090;Resultado;6774.12;d;39618054
user2076;UNID-009;Outras;6774.12;c;90632561
user1080;UNID-002;Outras;3114.61;d;96033975
user1875;UNID-065;Despesa;3114.61;c;85381651
user2721;UNID-077;Resultado;20040.71;d;37290344
user0773;UNID-046;Outras;20040.71;c;98443531
user2807;UNID-075;Receita;17079.85;d;71555528
user0772;UNID-037;Outras;17079.85;c;92477224
user0349;UNID-069;Despesa;18201.73;d;84803966
user0014;UNID-113;Ativo;18201.73;c;14942472
user2639;UNID-080;Receita;856.85;d;73284375
user0860;UNID-062;Passivo;856.85;c;20997811
user2722;UNID-085;Resultado;13282.40;d;34734913
user0894;UNID-067;Ativo;13282.40;c;15153316
user1671;UNID-043;Outras;16912.28;d;98913900
user1655;UNID-118;Receita;16912.28;c;77567033
user2174;UNID-085;Passivo;44678.54;d;22172639
user0273;UNID-090;Receita;44678.54;c;74570057
user0045;UNID-111;Outras;21512.21;d;95327174
user1819;UNID-021;Resultado;21512.21;c;32993467
user1805;UNID-098;Receita;19004.83;d;72825708
user0234;UNID-113;Despesa;19004.83;c;85026822
user1366;UNID-101;Resultado;36001.30;d;35587187
user0778;UNID-088;Despesa;36001.30;c;83436946
user1647;UNID-026;Ativo;38414.30;d;16433171
user1743;UNID-087;Despesa;38414.30;c;82538387
user2212;UNID-025;Resultado;24424.35;d;32180919
user2008;UNID-083;Despesa;24424.35;c;86967426
user2653;UNID-093;Ativo;20489.53;d;12710919
user1443;UNID-026;Passivo;20489.53;c;22394052
user1320;UNID-030;Ativo;29196.39;d;19302932
user2978;UNID-095;Passivo;29196.39;c;21891815
user2081;UNID-001;Despesa;23809.64;d;88115230
user1542;UNID-006;Outras;23809.64;c;98624327
user0083;UNID-047;Ativo;19277.18;d;13070634
user1266;UNID-042;Outras;19277.18;c;96934249
user2435;UNID-084;Receita;11310.33;d;73173007
user1296;UNID-021;Resultado;11310.33;c;38637949
user1503;UNID-004;Ativo;7424.14;d;11194173
user1439;UNID-115;Ativo;7424.14;c;14257648
user1337;UNID-045;Ativo;4350.56;d;15102199
user0255;UNID-084;Receita;4350.56;c;72900003
user2286;UNID-072;Outras;41083.26;d;98371457
user1480;UNID-039;Receita;41083.26;c;70921430
user1913;UNID-095;Ativo;38465.42;d;19833927
user2187;UNID-044;Despesa;38465.42;c;87043388
user2509;UNID-084;Ativo;36651.95;d;11595419
user1993;UNID-076;Ativo;36651.95;c;13664776
user0611;UNID-098;Passivo;7531.08;d;26763928
user0728;UNID-040;Resultado;7531.08;c;32216786
user2864;UNID-120;Passivo;57824.13;d;24174873
user2628;UNID-095;Resultado;57824.13;c;35570810
user2275;UNID-106;Ativo;14063.76;d;18733119
user0200;UNID-090;Ativo;14063.76;c;16577062
user2873;UNID-011;Passivo;24492.34;d;26486541
user2460;UNID-084;Outras;24492.34;c;96570279
user1809;UNID-021;Ativo;36813.70;d;16533697
user1685;UNID-047;Despesa;36813.70;c;84496780
user0334;UNID-004;Ativo;36818.20;d;11283383
user1820;UNID-051;Passivo;36818.20;c;22827691
user1671;UNID-050;Receita;33314.40;d;79055880
user0342;UNID-065;Outras;33314.40;c;90205188
user1041;UNID-073;Despesa;36542.81;d;86333293
user2742;UNID-020;Outras;36542.81;c;99055382
user1944;UNID-035;Despesa;16472.38;d;80138265
user0197;UNID-102;Ativo;16472.38;c;11743455
user1830;UNID-015;Ativo;7359.78;d;19374799
user0502;UNID-099;Resultado;7359.78;c;33933218
user1201;UNID-100;Outras;2020.26;d;99462841
user1992;UNID-062;Receita;2020.26;c;76867414
user2979;UNID-092;Receita;72559.26;d;71036365
user0200;UNID-033;Despesa;72559.26;c;82926189
user2896;UNID-012;Resultado;45911.03;d;33845991
user1149;UNID-004;Resultado;45911.03;c;34770324
user2502;UNID-002;Resultado;16339.50;d;30998162
user2910;UNID-064;Despesa;16339.50;c;85691438
user2023;UNID-095;Receita;19383.36;d;71656968
user0646;UNID-012;Outras;19383.36;c;97126875
user2748;UNID-035;Ativo;7039.08;d;15576145
user2802;UNID-083;Receita;7039.08;c;76201932
user1119;UNID-053;Passivo;30353.53;d;20467990
user1567;UNID-067;Passivo;30353.53;c;29646858
user1765;UNID-098;Ativo;16782.71;d;14156188
user0546;UNID-061;Passivo;16782.71;c;29452087
user0764;UNID-027;Outras;19010.23;d;97939902
user0943;UNID-099;Receita;19010.23;c;77589698
user2046;UNID-081;Outras;57005.34;d;95430003
user0312;UNID-118;Despesa;57005.34;c;88108724
user1273;UNID-013;Outras;48481.77;d;92179473
user2006;UNID-027;Despesa;48481.77;c;85237142
user1731;UNID-019;Ativo;59573.97;d;19191856
user0226;UNID-115;Resultado;59573.97;c;37516241
user2844;UNID-067;Resultado;19999.95;d;34499311
user0644;UNID-026;Outras;19999.95;c;99159651
user2265;UNID-081;Despesa;5152.56;d;89155544
user1868;UNID-048;Receita;5152.56;c;70995942
user0897;UNID-069;Receita;11116.32;d;71291942
user0603;UNID-013;Outras;11116.32;c;95465223
user1563;UNID-070;Passivo;20728.61;d;23111642
user0225;UNID-062;Despesa;20728.61;c;83116622
user2665;UNID-022;Ativo;37425.08;d;16137735
user2505;UNID-115;Resultado;37425.08;c;36234179
user2180;UNID-050;Despesa;19916.10;d;80966784
user2425;UNID-017;Resultado;19916.10;c;38323134
user0028;UNID-032;Ativo;21627.11;d;17116871
user1443;UNID-119;Ativo;21627.11;c;17564372
user0750;UNID-096;Receita;10608.66;d;79649593
user1609;UNID-117;Receita;10608.66;c;73909284
user0741;UNID-039;Despesa;29838.01;d;89528420
user1943;UNID-014;Outras;29838.01;c;90581944
user0553;UNID-083;Passivo;16755.77;d;28572569
user1934;UNID-031;Outras;16755.77;c;94919564
user0048;UNID-094;Despesa;34465.38;d;86285627
user0495;UNID-028;Outras;34465.38;c;94240097
user1417;UNID-020;Outras;7842.17;d;98093679
user2005;UNID-094;Passivo;7842.17;c;28562149
user2250;UNID-058;Passivo;21001.16;d;27895019
user2363;UNID-108;Ativo;21001.16;c;11461242
user2516;UNID-002;Despesa;45628.92;d;82344729
user2123;UNID-093;Outras;45628.92;c;94903931
user1476;UNID-019;Passivo;17966.27;d;25188250
user1289;UNID-059;Passivo;17966.27;c;23560890
user1370;UNID-048;Passivo;5605.16;d;20812953
user0934;UNID-033;Resultado;5605.16;c;34769019
user1839;UNID-096;Receita;5383.68;d;78984722
user1658;UNID-071;Despesa;5383.68;c;87295312
user0518;UNID-060;Resultado;24602.78;d;35373103
user0650;UNID-031;Ativo;24602.78;c;13172163
user2473;UNID-111;Outras;36558.34;d;92159744
user0736;UNID-066;Ativo;36558.34;c;15327357
user1855;UNID-092;Resultado;1172.06;d;35945183
user1757;UNID-045;Receita;1172.06;c;71621504
user1472;UNID-115;Despesa;61067.51;d;85787407
user1464;UNID-081;Despesa;61067.51;c;82999442
user0878;UNID-045;Resultado;1890.24;d;37321614
user0512;UNID-044;Ativo;1890.24;c;16141796
user1243;UNID-049;Receita;3995.39;d;75634706
user2934;UNID-091;Despesa;3995.39;c;88453937
user0466;UNID-072;Passivo;59897.55;d;21688409
user1369;UNID-083;Outras;59897.55;c;92332229
user0446;UNID-090;Outras;42032.80;d;97008539
user2626;UNID-045;Resultado;42032.80;c;38314785
user0811;UNID-106;Resultado;8584.36;d;38552665
user2589;UNID-066;Resultado;8584.36;c;37202540
user1099;UNID-001;Resultado;54111.01;d;35917496
user1674;UNID-041;Receita;54111.01;c;75636741
user1339;UNID-110;Ativo;27929.68;d;19762531
user2558;UNID-008;Despesa;27929.68;c;85562036
user2296;UNID-010;Despesa;25631.09;d;82306505
user2091;UNID-053;Outras;25631.09;c;95767827
user0171;UNID-078;Despesa;3321.74;d;85129920
user1801;UNID-033;Despesa;3321.74;c;86965839
user0336;UNID-053;Ativo;13646.88;d;18170986
user1949;UNID-029;Outras;13646.88;c;91862128
user1669;UNID-051;Resultado;33372.67;d;32697195
user2958;UNID-013;Despesa;33372.67;c;82062746
user0484;UNID-018;Ativo;43507.61;d;12072222
user1819;UNID-073;Outras;43507.61;c;94143793
user0428;UNID-020;Resultado;57302.73;d;33127599
user2627;UNID-096;Passivo;57302.73;c;28715907
user2701;UNID-049;Passivo;3897.37;d;25211327
user1780;UNID-074;Receita;3897.37;c;70837737
user1095;UNID-095;Receita;15014.72;d;73298505
user0052;UNID-030;Despesa;15014.72;c;88849531
user1688;UNID-007;Outras;9108.96;d;99217301
user2095;UNID-040;Outras;9108.96;c;98854375
user0750;UNID-115;Receita;44868.58;d;76217148
user1517;UNID-090;Receita;44868.58;c;77574559
user0996;UNID-083;Ativo;22513.84;d;13754538
user2384;UNID-013;Receita;22513.84;c;72277953
user0614;UNID-107;Passivo;13021.88;d;22842116
user0425;UNID-105;Resultado;13021.88;c;38244897
user0726;UNID-069;Receita;4704.75;d;72481152
user0162;UNID-053;Outras;4704.75;c;92244743
